kepid,kepoi_name,koi_period,koi_time0bk,koi_duration,label
5301750,K01589.02,12.88291395,135.18736,5.676,1
5301750,K01589.03,27.4345973,145.12322,5.038,1
5301750,K01589.04,4.22453631,135.42908,3.128,1
5301750,K01589.05,44.5520266,160.29386,6.0,1
5526717,K01677.01,52.069002,178.15525,3.0089,1
5972334,K00191.02,2.418406841,132.505587,2.0744,1
5530882,K01680.01,5.0825188,132.95792,3.328,0
6034945,K01683.01,9.11500269,133.97523,4.558,1
9851226,K01468.01,8.48031942,135.85217,7.297,0
8692861,K00172.01,13.7223682,137.84083,5.1231,1
7543649,K01469.01,3.582076914,355.515064,4.4228,0
9480310,K01470.01,15.43400996,363.29494,4.2572,1
11858748,K01471.01,1.780984316,177.8249,2.173,0
4741126,K01534.02,7.63846084,138.24557,3.957,1
11669125,K01535.01,70.6981724,188.56795,6.632,1
12159249,K01536.01,3.74443645,133.55997,2.9191,1
9963461,K01538.01,10.581581895,183.008458,6.66929,0
8081482,K01539.01,2.819453322,133.870141,4.4127,0
5542466,K01590.02,2.35574505,177.88824,1.796,1
10028140,K01591.01,19.65639342,140.29937,3.226,1
6048024,K01684.01,62.81584402,151.47691,2.6901,0
6049190,K01685.01,70.468171,189.15822,6.653,1
6149553,K01686.01,56.86716792,157.2619128,4.23,0
6198999,K01687.01,3.93246069,132.55435,2.1763,1
6310636,K01688.01,0.921030497,132.03171,2.6077,1
6616218,K01692.01,5.960400011,137.265171,2.8617,1
7761545,K01472.01,85.3514875,161.007608,6.7504,1
12365184,K01474.01,69.72646639,196.093243,3.7177,1
4770365,K01475.01,1.609321941,178.94178,1.6067,1
4770365,K01475.02,9.51220046,185.47893,2.9497,1
4770365,K01475.03,4.72941177,132.93871,2.234,1
10748390,K00003.01,4.887803076,124.8130808,2.36255,1
11804465,K00020.01,4.437962934,171.0091259,4.69813,1
9663113,K00179.01,20.74028645,142.80003,10.3939,1
5649956,K01540.01,1.207852845,178.2142,3.5802,0
4840513,K01541.01,2.379282197,133.651365,3.1729,0
5217586,K01592.01,26.0692512,143.12549,7.487,0
5289854,K01593.01,9.69501146,182.45413,2.75,1
5289854,K01593.02,15.3825394,139.07648,3.815,1
9895709,K01594.01,1.818939148,133.12299,1.644,0
10006581,K01595.01,40.1097817,142.08227,5.2096,1
6616218,K01692.02,2.46106962,133.32138,2.184,1
6696462,K01693.01,3.403743926,137.232574,1.5017,0
7220429,K01700.01,8.03753796,139.3582,2.9118,1
7222086,K01701.01,2.43902575,133.58474,1.1598,0
12406749,K01476.01,56.3587987,222.31819,6.927,1
8692861,K00172.02,242.467406,150.85827,12.808,1
12403119,K01478.01,76.13622222,199.476237,7.9393,1
9842890,K01479.01,4.9883872,358.2335,9.142,0
8113154,K01542.01,2.586878667,133.817008,6.1614,0
5270698,K01543.01,3.964333304,136.029542,4.7136,0
5024450,K01544.01,1.525924389,355.479571,3.15998,0
5282049,K01545.01,5.910371418,360.2852478,3.88962,0
10027323,K01596.01,5.92365747,134.68361,2.6302,1
10027323,K01596.02,105.3582299,138.68069,3.81,1
12019440,K00186.01,3.24325988,133.6690203,3.03318,1
10004738,K01598.01,56.4758069,143.81128,5.961,1
10004738,K01598.02,92.8747294,145.93535,7.474,1
7304449,K01702.01,1.538180949,131.822823,1.2635,1
7386827,K01704.01,10.4188915,137.74971,3.0069,1
7522911,K01705.01,20.4998763,131.82068,6.501,1
7626370,K01706.01,1.921437488,131.806204,1.9046,1
7703955,K01707.01,96.109323,187.699,9.877,1
7512982,K01480.01,20.38174802,142.31499,3.7922,1
9597806,K01481.01,5.101375725,357.48217,2.595,1
7812167,K01482.01,17.7940049,365.34666,4.091,0
11760959,K01484.01,3.47021401,356.09943,2.289,0
9940565,K01548.01,2.139325409,135.062261,2.8056,0
9663113,K00179.02,572.376632,306.51006,24.42,1
8111381,K01550.01,2.233799622,134.720709,3.04,0
5444549,K01551.01,31.13862664,415.9492,5.2482,0
10004738,K01598.03,13.93068791,134.42851,2.312,1
5474613,K01599.01,20.4074846,140.1821,8.839,1
4860932,K01600.01,12.36564669,140.92029,3.644,0
5438757,K01601.01,10.35078415,133.71163,6.253,1
5438757,K01601.02,62.9224936,151.6882,11.64,1
5972334,K00191.04,38.6520796,164.04455,5.607,1
7815744,K01710.01,14.20442616,142.7332,3.898,1
7955580,K01711.01,55.673582,136.54906,3.778,1
8230616,K01713.01,6.82778157,131.78839,2.3726,1
9692345,K01485.01,0.687895191,133.66492,2.4233,0
7898352,K01486.01,127.2824442,163.89,7.1545,1
11402995,K00173.01,10.06083238,138.96723,4.5718,1
7898352,K01486.02,30.1837021,146.64675,5.879,1
12062667,K01487.01,2.92928244,133.72275,6.794,0
7951018,K01553.01,52.75878505,156.306351,6.6517,1
9899355,K01554.01,1.332564478,354.58908,6.0325,0
12644774,K01555.01,41.0772969,379.12848,5.525,0
9902856,K01556.01,135.9121619,277.33,5.628,0
7747425,K01952.04,42.4729078,146.28712,7.253,1
9892816,K01955.01,15.17026921,132.6655,4.3311,1
9892816,K01955.02,39.4576228,136.47398,9.557,1
9836149,K01958.01,17.8159689,134.4832,3.6765,1
4813563,K01959.01,36.5157639,151.28989,3.6577,1
2985767,K02032.01,14.07969236,139.96053,1.375,1
2304320,K02033.01,16.54081386,133.95274,2.5996,1
3657758,K02034.01,3.609313059,133.79024,1.7752,1
9790806,K02035.01,1.93155546,131.76708,1.614,1
6382217,K02036.01,8.41100305,133.79856,2.4553,1
5375194,K01825.01,13.52252364,142.17932,3.987,1
6468138,K01826.01,134.2520474,182.70534,9.0636,1
10019708,K00199.01,3.268695042,137.4817205,3.45188,1
11875734,K01828.01,99.7468804,208.39688,6.804,1
7697568,K01829.01,22.84156293,138.632,2.5997,0
7046804,K00205.01,11.720123999,142.173999,3.0039,1
7449136,K01890.01,4.33643506,133.85442,4.1445,1
8680979,K01891.01,15.95541913,143.30236,3.9851,1
8680979,K01891.02,8.25980352,137.47021,2.928,1
9030537,K01892.01,62.5613879,178.40847,5.907,1
6949061,K01960.01,8.96847034,139.39473,4.4073,1
7269493,K01961.01,1.907810683,131.63784,1.8707,1
9164836,K00213.01,48.118812545,170.8396102,5.27958,0
11657891,K01965.01,2.514628496,132.90904,1.6239,1
6305192,K00219.01,8.025118521,132.469133,5.3694,1
6382217,K02036.02,5.79529495,136.77974,2.272,1
9634821,K02037.01,73.7578875,183.72348,2.69,1
8950568,K02038.01,8.30537702,139.7437,3.751,1
3326377,K01830.01,13.22714056,142.20251,3.2861,1
11601584,K01831.01,51.8098276,182.97335,6.343,1
11601584,K01831.02,4.38536428,139.22548,2.5126,1
11601584,K01831.03,34.205785079,148.8050925,5.1691,1
11601584,K01831.04,13.97945055,142.33829,1.2325,1
8689793,K01893.01,3.554856338,131.80398,2.1004,1
11673802,K01894.01,5.28790754,135.36119,8.5274,1
4263293,K01895.01,8.45746636,133.87132,2.2906,1
4263293,K01895.02,17.28116957,136.00718,2.829,1
4263293,K01895.03,32.1340014,142.27582,2.691,1
5695524,K01897.01,59.7711433,148.96886,4.843,1
6205897,K01967.01,4.417692516,133.96139,2.323,1
7948784,K01968.01,10.08744556,135.13582,2.9884,1
9244756,K01969.01,16.34355902,145.04116,5.474,1
9650808,K01970.01,21.96401646,133.03586,2.7509,1
9650808,K01970.02,125.602323,215.4336,7.105,1
8950568,K02038.02,12.51353325,139.42461,4.301,1
8950568,K02038.03,17.9134215,135.52921,4.364,1
8950568,K02038.04,25.2149143,152.6912,5.76,1
8804845,K02039.01,5.42586901,135.86589,2.5342,1
10480915,K02040.01,19.58561177,132.36472,1.755,1
11709244,K01832.01,4.544436472,134.90159,1.8141,1
11709244,K01832.02,12.76220558,143.73026,2.0688,1
11709244,K01832.03,38.7149617,134.0313,3.441,1
10019708,K00199.02,8.78458274,135.37812,6.459,0
11853878,K01833.01,3.69298623,132.73624,1.7744,1
5728139,K00206.01,5.334082429,131.981761,6.2226,1
7668663,K01898.01,6.4980147,136.00108,2.4384,1
7047922,K01899.01,19.76169247,135.17794,3.9097,1
9353314,K01900.01,5.18498961,131.8814,2.1397,1
3629967,K01901.01,85.6542476,155.12346,6.866,1
9347009,K01971.01,19.32945602,133.26717,3.794,1
4917596,K01973.01,3.290114076,133.15709,1.5151,1
4743513,K00024.01,2.086075752,170.965627,2.2647,0
11046458,K00214.01,3.311864148,131.7427761,1.4049,1
7132798,K00220.01,2.422084188,132.940079,2.5613,1
3448130,K02043.01,78.5461106,144.06871,8.689,1
9656252,K02044.01,16.92342126,145.81407,4.1864,1
6026438,K02045.01,5.47665801,135.70431,2.5482,1
9471268,K01835.01,4.580346161,134.0754,2.097,1
9471268,K01835.02,2.248288213,133.425805,2.0361,1
9471268,K01835.03,6.76690759,136.61633,1.7062,1
10657406,K01837.01,34.1732156,137.78862,4.7679,1
5526527,K01838.01,16.7364755,143.13606,2.151,1
5809954,K01902.01,137.8645881,172.8113,1.922,0
8766650,K01904.01,12.43929428,136.37952,3.176,1
10328393,K01905.01,7.62635494,136.01585,2.4168,1
7094486,K01907.01,11.35010642,134.04612,2.2792,1
7289577,K01974.01,109.4450597,197.9832,3.792,1
8543100,K01975.01,7.56052209,134.47889,3.8573,1
2693736,K01976.01,12.12401737,134.955,3.3091,1
9412760,K01977.01,9.38740646,137.38383,1.6165,1
9412760,K01977.02,7.41556471,137.81512,1.973,1
6026438,K02045.02,24.2101973,141.4698,4.046,1
10663396,K02046.01,23.8990075,151.39847,15.955,1
11457726,K02047.01,6.22161107,131.99094,3.4117,1
8956206,K02048.01,6.17998508,132.72278,2.1094,1
9649706,K02049.01,1.569066598,133.04032,2.7803,1
5856571,K01839.01,9.59068586,132.68264,3.452,1
7765528,K01840.01,7.03932913,133.85433,3.514,1
11760231,K01841.01,49.6075771,138.41517,2.9575,1
7779077,K01842.01,16.84183355,137.99443,2.6194,1
6046540,K00200.01,7.340714946,134.3457036,2.9987,1
5706966,K01908.01,12.55111099,137.26226,3.1293,1
3762468,K00208.01,3.003879547,134.709874,3.2848,1
5706966,K01908.02,24.0884178,134.42178,3.952,1
10130039,K01909.01,12.75800092,133.95888,4.1828,1
10130039,K01909.02,5.47033376,131.49548,3.1441,1
9518318,K01978.01,6.51112385,131.70646,1.6919,1
9518318,K01978.02,23.85163321,147.61456,2.4453,1
7273277,K01979.01,2.714078374,133.71179,1.3115,1
11769890,K01980.01,122.8799543,165.46356,7.835,1
6862721,K01982.01,4.88753111,132.70783,2.034,1
12301181,K02059.01,6.14728341,134.87289,2.7645,1
9279354,K02060.01,2.800111267,132.04865,1.0237,1
6774880,K02062.01,34.3511339,134.19046,4.4408,1
3937519,K00221.01,3.413036353,132.443054,2.61366,1
7449541,K02063.01,3.00725068,131.90484,4.4302,1
5080636,K01843.01,4.194496867,134.13511,1.7807,1
3338885,K01845.01,1.970340203,131.948389,1.7901,1
3338885,K01845.02,5.05821338,135.702454,1.132,1
6776401,K01847.01,26.85323647,143.31303,4.4557,1
10130039,K01909.03,25.0985083,145.56829,2.7727,1
8226050,K01910.01,34.2685741,147.05143,4.8251,1
9965957,K01911.01,5.75321539,136.75617,1.7948,1
9704384,K01913.01,5.50860699,132.2983,3.0788,1
8426567,K01914.01,18.93055119,143.25058,3.372,1
12508335,K00215.01,42.94386258,155.206515,3.7591,0
10094670,K01984.01,22.06402,148.9199,4.1,1
8142942,K01985.01,5.756245244,133.903421,1.071,1
8257205,K01986.01,148.4601819,151.38686,5.499,1
9044228,K01988.01,0.934885365,131.580676,1.4083,1
7265298,K02051.01,25.7626846,147.6963,6.908,1
7265298,K02051.02,11.0317836,362.3431,4.753,1
7132798,K00220.02,4.12511935,133.64014,2.877,1
2307415,K02053.01,13.12162167,133.39526,3.6138,1
7430034,K01848.01,49.6220669,137.10149,7.222,1
9735426,K01849.01,8.08801663,138.73516,1.8334,1
8826168,K01850.01,11.55103848,134.90803,3.3601,1
10464050,K01851.01,4.469754641,131.84402,1.813,1
9763348,K01852.01,15.77382794,137.53051,4.957,1
9101496,K01915.01,6.56226483,132.61123,4.0144,1
6037581,K01916.01,20.67876365,151.69245,4.6395,1
10723750,K00209.01,50.79034648,135.632759,10.8474,1
6037581,K01916.02,9.59993246,136.58227,4.3206,1
6037581,K01916.03,2.0248205,132.35465,2.55,1
10779233,K01989.01,201.118319,187.56986,10.328,1
11614617,K01990.01,24.7577652,142.06826,6.998,1
11450414,K01992.01,12.7983174,133.64979,6.401,1
4736569,K01996.01,10.13200555,132.91155,3.1683,1
10384798,K01997.01,38.505224,158.30491,5.941,1
2307415,K02053.02,4.6126736,132.7757,3.0643,1
3128552,K02055.01,8.67890312,133.03651,3.5317,1
10134152,K02056.01,39.3135699,154.93767,5.0137,1
9573685,K02057.01,5.94565516,133.99359,2.1604,1
10329835,K02058.01,1.52373073,131.61813,1.4796,1
6849046,K00201.01,4.225384543,137.5606891,2.82038,1
8804397,K01853.01,60.0853848,153.25707,7.007,1
9662811,K01854.01,43.0343364,137.69007,6.571,1
11297236,K01857.01,88.6440015,145.47193,7.82,1
10074466,K01917.01,35.01190875,150.37126,2.868,1
8218379,K01920.01,16.57099265,133.90704,2.9052,1
7755636,K01921.01,16.00496657,135.25305,6.5047,1
9411166,K01922.01,1.954525966,132.29679,2.0944,1
4989057,K01923.01,7.23400381,137.67742,2.165,1
9834040,K01998.01,6.77408984,135.95524,2.6215,1
6152974,K00216.01,20.172024672,141.209182,3.1488,1
8802693,K02000.01,26.41044199,149.39541,3.0715,1
6061773,K02001.01,8.27745764,138.25667,2.713,1
10024701,K02002.01,14.37504582,139.05924,3.208,1
3239671,K02066.01,147.97391,263.08561,6.854,1
9304101,K02067.01,13.24503482,142.00573,4.4078,1
11360571,K02069.01,77.2550726,159.32399,10.214,1
6035124,K02071.01,3.85690686,134.47405,2.0808,1
8160953,K01858.01,116.3311739,173.68887,7.025,1
4157325,K01860.01,6.31943553,132.22892,3.3422,1
4157325,K01860.02,12.20951755,360.3204,4.1808,1
4157325,K01860.03,3.07644709,353.7643,2.6326,1
5108214,K01924.01,2.11913005,132.59,4.141,0
9955598,K01925.01,68.958447,179.08158,3.128,1
10723750,K00209.02,18.79591276,145.821854,7.5235,1
7219761,K01927.01,47.76397728,165.041066,4.08,0
5770074,K01928.01,63.0380366,169.12161,7.3702,1
10136549,K01929.01,9.69315023,132.81362,5.6725,1
9851271,K02003.01,8.48031229,135.85319,7.105,0
12154526,K02004.01,56.1886436,146.37945,6.5272,1
6665512,K02005.01,6.92101452,135.64343,4.3591,1
10525027,K02006.01,3.27344784,134.45023,1.7292,1
11069176,K02007.01,15.3789014,143.40629,4.662,1
10005758,K01783.01,134.4785189,169.28141,5.9288,1
3128793,K01786.01,24.68662378,137.53976,15.168,0
5864975,K01787.01,98.7179332,131.58694,6.593,1
2975770,K01788.01,71.52543938,191.69147,5.9189,1
7877496,K00202.01,1.72086129,133.0209998,2.0243,1
7286173,K01862.01,56.4349933,151.41082,4.7381,1
11126381,K01863.01,33.7888028,153.65384,5.496,1
4149450,K01864.01,3.215109385,133.77747,4.365,1
10136549,K01929.02,3.29276797,133.00741,4.8069,1
5511081,K01930.01,13.72710334,138.74473,7.3419,1
5511081,K01930.02,24.3110031,137.0394,8.7682,1
5511081,K01930.03,44.4304059,143.5462,10.306,1
5511081,K01930.04,9.34145925,132.38581,6.18,1
10978763,K01931.01,4.97760447,134.67304,2.5719,1
11069176,K02007.02,21.1285655,149.27632,3.852,1
8098728,K02008.01,24.4851178,137.6248,4.642,0
6152974,K00216.02,7.51854537,132.53078,2.845,1
5631630,K02010.01,25.96190067,138.96908,6.2732,1
6504954,K01790.01,130.3543929,144.06022,6.474,1
9410930,K00196.01,1.855557556,137.181028,2.35672,1
6153672,K01794.01,3.364425589,131.66843,1.3261,0
10676014,K01797.01,16.78175788,139.79356,3.7386,1
9520838,K01866.01,105.3035093,207.17015,6.214,1
8167996,K01867.01,2.549562652,132.60803,1.6999,1
8167996,K01867.02,13.96950181,132.17062,1.5871,1
8167996,K01867.03,5.21230171,132.71052,2.098,1
6773862,K01868.01,17.76076524,137.50778,1.6679,1
10978763,K01931.02,10.55840479,136.34449,3.366,1
10978763,K01931.03,6.98800953,132.56964,3.103,1
5202905,K01932.01,22.8245144,144.46843,6.617,1
9072190,K01933.01,49.1011093,136.47265,6.341,1
5384079,K02011.01,7.05675145,132.53512,2.0261,1
9839821,K02012.01,34.8536903,164.04668,5.333,1
4056616,K02013.01,2.41434868,132.42878,1.2701,1
6707908,K02014.01,2.466070972,132.32097,1.9559,0
8492026,K02016.01,4.30656389,132.44098,4.1107,1
6867766,K01798.01,12.964717746,136.143342,1.8303,0
6058614,K01799.01,1.731079436,134.77977,1.8419,0
11017901,K01800.01,7.794302043,137.260385,1.1081,1
5088591,K01801.01,14.5324483,140.72407,3.13,1
11298298,K01802.01,5.248667607,135.516708,1.917,1
10187159,K01870.01,7.96431492,136.81646,1.5342,1
9758089,K01871.01,92.7297248,177.43808,6.83,1
10619192,K00203.01,1.485710994,132.7935653,2.2874,1
4939346,K01873.01,71.3116598,132.39239,8.813,1
5396122,K01935.01,15.44428875,138.1678,2.0791,0
10190777,K01937.01,1.411230023,132.641925,1.4325,1
9651234,K01938.01,96.9151707,187.08955,6.065,1
7045496,K01939.01,13.47472742,133.48999,2.5995,1
8750043,K02017.01,2.29503515,132.69329,1.654,1
9973109,K02018.01,27.495634,133.28538,4.858,1
6226290,K02019.01,14.08826442,137.34334,4.1847,1
9595827,K00217.01,3.905081685,133.4150433,2.8213,1
9349482,K02020.01,110.9643706,187.04621,12.831,1
4644952,K01805.01,6.94135824,137.5437,1.8899,1
2987027,K00197.01,17.276296682,133.839172,3.94738,1
4644952,K01805.02,31.7821117,134.8645,3.856,1
4644952,K01805.03,4.36273233,135.23342,2.2375,1
8978528,K01874.01,18.6848377,136.14587,3.7965,1
8978528,K01874.02,7.41634701,135.85372,2.1362,1
9967771,K01875.01,9.91724268,135.1389,3.2241,1
11622600,K01876.01,82.5341188,209.12763,4.8556,1
10454632,K01877.01,20.16037858,144.34281,4.13,1
10005788,K01940.01,10.99470891,137.35769,1.5929,1
5213902,K01941.01,1.194812329,132.18329,1.3777,0
2832589,K01942.01,10.84969477,136.74432,3.474,1
2438513,K01944.01,12.18420006,139.05644,2.5014,1
6356207,K02021.01,3.76417012,132.35462,2.0111,1
8564674,K02022.01,5.92972237,135.49811,2.518,1
8564674,K02022.02,12.2476121,138.2196,3.209,1
8578780,K02023.01,13.59051547,133.07217,3.784,1
4544907,K02024.01,46.8776724,137.66791,10.041,1
7761918,K01808.01,89.1935737,217.82184,4.0104,1
8240797,K01809.01,13.09390911,144.525,2.2805,1
8240797,K01809.02,4.915385452,132.69448,2.7757,1
8164262,K01810.01,87.455958,136.23042,18.257,0
6279974,K01812.01,0.805259257,132.100916,1.42246,0
9455325,K01813.01,9.76785911,139.43968,2.1649,1
3098810,K01878.01,40.80957343,142.69218,3.158,1
8367644,K01879.01,22.08551599,135.23432,2.1727,1
10332883,K01880.01,1.151166776,133.231766,1.0907,1
9071386,K00023.01,4.693305543,136.8627229,5.17249,0
9305831,K00204.01,3.246732048,133.379165,3.0535,1
2438513,K01944.02,8.3606759,138.81934,6.287,0
11656918,K01945.01,62.1385979,161.14834,4.2938,1
9536692,K01948.01,26.635216,155.5577,5.949,0
4636578,K02025.01,17.84850835,148.39117,5.8919,1
4636578,K02025.02,26.1363443,131.61796,6.613,1
4636578,K02025.03,11.1895709,140.63504,5.3,1
11923284,K02026.01,2.757977384,131.87907,2.1489,1
9838975,K00218.01,18.692860599,143.8331829,3.88584,0
5621125,K01814.01,14.80075082,132.82179,5.762,1
9872283,K01815.01,3.126861192,133.724959,1.1926,1
10666242,K00198.01,87.24250316,153.344695,4.1206,0
7870032,K01818.01,16.87725775,138.64907,3.7917,1
9597058,K01819.01,12.05705659,135.41595,2.3462,1
4035640,K01881.01,28.26727385,140.92561,4.5839,1
6205228,K01882.01,3.770590654,133.39088,2.029,1
11758544,K01883.01,2.7073064,132.43068,3.4378,1
3118797,K01950.01,66.4159789,188.13988,7.061,1
7747425,K01952.01,8.0103929,135.31823,4.2713,1
7747425,K01952.02,27.6666375,143.86343,6.315,1
7747425,K01952.03,5.19559398,132.72178,3.748,1
7102316,K02028.01,57.2488518,184.6864,6.083,1
7102316,K02028.02,37.0551726,200.20176,5.439,1
9489524,K02029.01,16.33269981,136.90909,2.174,1
9489524,K02029.02,10.05550267,173.2234,2.951,1
5940165,K02031.01,9.30413878,140.33868,1.9254,1
8277797,K01820.01,4.33722007,132.85152,2.4973,1
8277797,K01820.02,1.653889476,132.18845,1.7242,1
5124667,K01822.01,150.8783198,206.69223,8.6797,1
2989404,K01824.01,3.553831111,134.64066,3.1029,1
2989404,K01824.02,1.6783263,136.05259,2.5123,1
11413812,K01885.01,5.65378163,131.71154,1.9483,1
9549648,K01886.01,5.99185827,136.88244,1.7215,1
10063802,K01888.01,120.0183551,134.18742,11.637,1
11074178,K01889.01,14.30517579,135.06301,4.535,1
11074178,K01889.02,9.18189122,132.40505,4.343,1
5942808,K02250.01,2.935362067,136.18415,1.5043,1
6206214,K02252.01,13.53953595,143.15629,4.389,1
8959839,K02253.01,22.7082375,133.72114,3.503,1
7672097,K02255.01,7.97033985,136.55775,2.6675,1
6142862,K02336.01,5.33459393,133.43443,2.642,0
5599774,K02337.01,8.49640437,138.73595,2.2128,1
8099138,K02338.01,66.1843646,141.62259,5.155,1
7033233,K02339.01,2.032318856,132.64394,1.1596,1
6383785,K00239.02,3.62275506,132.99267,2.7868,1
9411412,K02101.01,2.892216772,132.87726,1.3596,1
7008211,K02102.01,187.746606,157.35064,5.885,1
7620413,K02103.01,2.543063763,132.68159,2.8473,1
4545187,K00223.01,3.177414601,134.478892,1.5262,1
10854546,K02104.01,2.168451063,132.14107,1.458,1
11774991,K02173.01,37.8154157,141.10346,4.662,1
11774991,K02173.02,53.5783052,171.1857,5.194,1
8261920,K02174.02,33.1362861,169.50676,4.163,1
8261920,K02174.03,7.72513619,176.80202,2.042,1
9112931,K02256.01,10.71253475,137.16499,2.7186,1
9071593,K02257.01,32.5635249,163.46038,5.418,1
8126558,K02259.01,12.19140405,136.33677,1.8832,1
11811193,K02260.01,6.11784972,133.61873,3.458,1
3734418,K02261.01,3.97599629,133.62238,2.2029,1
8681734,K02340.01,7.68478504,137.64035,2.447,1
10232693,K02341.01,0.990516282,131.84152,2.019,0
10212441,K02342.01,15.0447098,133.20895,5.823,1
8247771,K02344.01,1.118547814,132.84826,1.5534,1
8165946,K02105.01,6.42199919,134.58037,2.6192,1
12017109,K02106.01,9.75374033,134.06014,2.348,1
9225395,K02107.01,81.3153052,175.9957,5.807,1
10709622,K02108.01,51.3283527,177.67418,9.357,1
11499228,K02109.01,19.7919389,149.30719,3.787,1
9022166,K02175.01,26.8475962,142.17023,10.068,1
10965588,K02177.01,62.8917493,139.12778,6.831,1
10670119,K02179.01,14.87149773,137.69573,2.4076,1
10670119,K02179.02,2.732767897,354.09581,1.1102,1
4043443,K00231.01,119.8401019,161.863461,3.6796,0
8491277,K00234.01,9.61375316,132.185679,4.654,1
8613535,K02263.01,29.9685917,147.8598,6.678,1
12256520,K02264.01,33.2407985,143.46683,4.675,1
3337432,K02265.01,2.97600846,132.98121,4.274,0
5629538,K02345.01,15.18727049,134.05495,4.509,1
8561231,K02346.01,28.6853212,159.87094,6.307,1
8235924,K02347.01,0.588001053,132.058754,1.1451,1
6941084,K02348.01,85.7357202,170.98121,7.625,1
6200235,K02350.01,1.078389713,133.25041,1.3394,1
11460462,K02110.01,5.03728033,134.1094,2.0619,1
8612275,K02111.01,3.289726319,131.75522,2.3274,1
8612275,K02111.02,7.18644594,136.62345,1.4972,1
7207061,K02113.01,15.94248453,146.33157,3.4894,1
4545187,K00223.02,41.0081117,147.03382,4.376,1
7286911,K02180.01,11.55562042,138.19752,1.6758,1
8591173,K02181.01,12.2885046,141.61869,2.807,1
6962109,K02182.01,17.13263125,147.1546,3.0555,1
5706595,K02183.01,19.0231361,139.65988,3.431,1
5706595,K02183.02,4.57948235,135.09685,3.106,1
10489345,K02266.01,1.003931703,132.09988,1.4361,1
11774303,K02269.01,0.614083885,132.46969,0.9817,0
10329469,K02271.01,55.8224775,169.03741,5.457,1
9717943,K02273.01,6.11010439,136.91214,2.314,1
8026752,K00240.01,4.286866229,138.614882,4.4726,1
1872821,K02351.01,10.27380957,134.65748,3.252,1
8013439,K02352.01,13.39155154,133.05499,3.391,1
8013439,K02352.02,5.62904396,134.74679,3.7295,1
8013439,K02352.03,8.2562857,137.9267,2.0378,1
7207061,K02113.02,12.33087921,361.9744,3.0664,1
6921944,K02114.01,4.421566535,132.18465,2.1229,1
9532052,K02115.01,15.72585941,133.98774,3.8284,1
8164012,K02116.01,1.252753881,133.17054,2.1472,1
4140813,K02117.01,13.36019864,131.81481,2.788,1
8611781,K02185.01,76.957056,192.33682,9.551,1
5601258,K02191.01,8.84784273,140.15085,2.0572,1
7960980,K02274.01,9.98970266,133.76102,3.7,1
8107225,K00235.01,5.63252508,133.81818,2.1448,1
3458028,K02276.01,1.442592305,134.07188,2.9698,1
3342794,K02278.01,14.17222858,142.60134,2.6297,1
3342794,K02278.02,4.92031063,135.40577,4.046,1
5716932,K02358.01,56.4931698,143.99262,8.704,1
11288051,K00241.01,13.82142084,131.79237,3.985,1
7515670,K02360.01,2.30367952,133.76909,3.0898,0
11566256,K02361.01,5.78387049,135.5798,1.3966,1
8495415,K02362.02,11.08507658,355.03627,1.751,1
4055304,K02119.01,0.571038347,131.653752,1.1267,1
4857213,K02120.01,8.77425786,132.33386,2.2245,1
9415108,K02121.01,4.51005082,134.56954,2.1533,1
4262581,K02122.01,37.6468519,161.46355,6.344,1
8591693,K02123.01,29.4557841,154.17062,3.451,1
4833421,K00232.01,12.466004437,134.003258,5.0066,1
8282651,K02193.01,2.361724472,133.23932,1.2167,1
3548044,K02194.01,34.7630543,161.74217,4.309,1
11401767,K02195.01,20.0545282,136.56587,7.173,1
10909127,K02200.01,3.17059731,132.67813,1.6686,1
3661886,K02279.01,27.0142622,132.52245,5.385,1
3661886,K02279.02,12.50945798,136.99217,3.479,1
2439243,K02280.01,26.0203329,154.5286,4.965,1
9221517,K02281.01,0.769854899,132.51944,1.0243,1
6751874,K02282.01,6.89226333,132.4644,2.4921,1
10863608,K02368.01,8.07127043,137.76604,2.393,1
5602588,K02369.01,11.01819178,139.87858,4.635,1
11288051,K00241.02,30.9505927,153.84507,5.394,1
5547480,K00224.01,3.979867514,132.071233,2.3607,0
9405595,K02125.01,23.3593589,144.01826,5.389,1
3546060,K02126.01,9.69310837,134.53003,2.734,1
7019489,K02128.01,24.2598301,132.47982,3.897,0
2141783,K02201.01,116.5214317,144.13378,5.577,0
4144576,K02202.01,0.813166357,131.82536,1.4122,1
8494542,K02204.01,10.86062378,136.65957,2.2874,1
9992325,K02205.01,24.08632177,148.20086,2.236,1
10206675,K02283.01,17.40208965,141.93057,3.745,0
9945370,K02285.01,37.9456138,134.78331,4.093,1
3832716,K00027.01,1.141877248,170.3386848,4.33931,0
8453211,K00236.01,5.77675928,143.09616,6.789,0
8973129,K02286.01,24.1738244,135.62471,3.056,1
12505654,K02353.01,5.186737262,134.99509,0.8023,1
11670125,K02355.01,1.217000383,132.03128,1.3285,1
11461844,K02356.01,13.6823798,139.18611,4.153,1
9351920,K02129.01,8.79618433,135.67645,3.3781,1
2161536,K02130.01,16.85592593,138.26808,2.309,1
10549023,K02131.01,14.36270451,141.435,4.564,1
9661979,K02132.01,69.8956789,160.66805,5.276,1
8219268,K02133.01,6.24667547,136.38688,11.261,1
10531955,K02208.01,2.344512589,132.87316,1.4116,1
4833421,K00232.02,5.766165573,134.01725,3.8314,1
